city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
Other,0.743,Male,1,part-time,Masters,STEM,0-2,<10,Pvt Ltd,1,58,0.0
city_21,0.624,Female,1,full-time,Masters,STEM,0-2,<10,Pvt Ltd,1,29,1.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,46,1.0
Other,0.794,Male,1,none,Graduate,STEM,5-9,100-500,NGO,1,6,0.0
Other,0.925,Male,0,none,High School,STEM,>=10,50-99,Pvt Ltd,never,35,0.0
city_102,0.804,Male,1,none,Graduate,STEM,5-9,5000-9999,Pvt Ltd,1,210,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,64,0.0
Other,0.762,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,never,21,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,10-49,Funded Startup,3,154,0.0
city_71,0.884,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,10,1.0
city_114,0.926,Male,1,none,Masters,Business Degree,>=10,100-500,Pvt Ltd,1,154,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,49,0.0
city_104,0.924,Male,0,full-time,Masters,STEM,>=10,500-999,NGO,2,24,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,10-49,Pvt Ltd,3,10,0.0
Other,0.939,Male,1,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,105,0.0
Other,0.895,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,3,18,0.0
Other,0.698,Male,1,part-time,Graduate,STEM,5-9,100-500,Pvt Ltd,1,29,0.0
Other,0.698,Male,1,part-time,Masters,STEM,>=10,50-99,Funded Startup,1,37,0.0
city_21,0.624,Male,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,21,1.0
city_114,0.926,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,106,0.0
Other,0.767,Male,1,none,Graduate,STEM,0-2,100-500,Pvt Ltd,1,37,0.0
Other,0.925,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,46,0.0
city_136,0.897,Male,0,part-time,Graduate,Arts,0-2,1000-4999,Pvt Ltd,2,40,0.0
city_114,0.926,Female,0,full-time,Graduate,STEM,5-9,50-99,Public Sector,1,146,1.0
Other,0.698,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,48,0.0
city_103,0.92,Male,1,none,Phd,STEM,>=10,1000-4999,Pvt Ltd,3,84,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,56,0.0
city_103,0.92,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,2,36,1.0
city_136,0.897,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,61,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,35,0.0
Other,0.698,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,15,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,1,36,0.0
city_136,0.897,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,320,0.0
city_73,0.754,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,124,0.0
Other,0.7659999999999999,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,19,1.0
city_136,0.897,Male,1,none,Graduate,Humanities,0-2,<10,Early Stage Startup,1,75,0.0
city_114,0.926,Male,1,none,Graduate,Arts,5-9,10-49,Pvt Ltd,4,11,0.0
city_67,0.855,Male,1,full-time,Graduate,STEM,>=10,50-99,Pvt Ltd,1,78,0.0
Other,0.767,Male,0,none,High School,STEM,5-9,50-99,Pvt Ltd,never,65,0.0
Other,0.698,Male,0,none,Graduate,STEM,0-2,500-999,Public Sector,1,165,0.0
Other,0.802,Male,0,none,Masters,Business Degree,3-4,1000-4999,Pvt Ltd,1,34,0.0
city_16,0.91,Male,1,part-time,Graduate,STEM,5-9,500-999,Pvt Ltd,1,65,0.0
Other,0.698,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,98,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,6,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,<10,Early Stage Startup,2,54,1.0
city_103,0.92,Male,1,none,Graduate,No Major,>=10,>10000,Pvt Ltd,>4,45,0.0
city_16,0.91,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,never,57,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Funded Startup,1,13,1.0
city_103,0.92,Male,1,none,Graduate,Other,>=10,500-999,Funded Startup,1,121,0.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,100-500,Funded Startup,1,55,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,>10000,Pvt Ltd,1,118,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,40,0.0
city_21,0.624,Male,1,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,1,100,1.0
Other,0.895,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,83,0.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,19,0.0
city_103,0.92,Male,1,none,Graduate,Arts,>=10,>10000,Pvt Ltd,2,94,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,never,8,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,36,0.0
city_103,0.92,Male,0,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,138,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,2,41,0.0
city_21,0.624,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,36,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,51,0.0
Other,0.794,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,113,0.0
Other,0.789,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,10,0.0
city_102,0.804,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,28,0.0
city_103,0.92,Male,0,none,Phd,STEM,5-9,>10000,Public Sector,>4,6,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,NGO,>4,12,0.0
Other,0.866,Male,1,none,Phd,STEM,>=10,>10000,Pvt Ltd,>4,61,0.0
Other,0.7759999999999999,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,330,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,>10000,Pvt Ltd,2,29,1.0
city_103,0.92,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,1,46,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,1000-4999,Pvt Ltd,3,97,0.0
Other,0.7759999999999999,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,13,1.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,3,15,0.0
Other,0.698,Male,1,none,Graduate,Humanities,3-4,1000-4999,Pvt Ltd,2,24,0.0
city_21,0.624,Male,1,part-time,Graduate,STEM,5-9,<10,Pvt Ltd,never,236,0.0
city_21,0.624,Male,1,none,Masters,STEM,5-9,10-49,Early Stage Startup,1,83,0.0
city_103,0.92,Male,1,full-time,Graduate,STEM,5-9,500-999,Pvt Ltd,2,4,0.0
Other,0.878,Male,0,part-time,Graduate,STEM,5-9,>10000,Pvt Ltd,1,77,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Pvt Ltd,1,110,0.0
Other,0.698,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,6,0.0
city_160,0.92,Male,1,none,Graduate,STEM,5-9,50-99,Early Stage Startup,1,106,0.0
city_136,0.897,Male,1,none,Masters,STEM,3-4,100-500,Funded Startup,1,59,0.0
city_114,0.926,Male,1,none,Phd,STEM,>=10,100-500,Pvt Ltd,2,140,0.0
city_16,0.91,Male,1,none,High School,STEM,0-2,10-49,Pvt Ltd,1,140,0.0
Other,0.923,Male,1,full-time,High School,STEM,3-4,50-99,Pvt Ltd,2,42,0.0
Other,0.762,Male,0,none,Graduate,STEM,3-4,1000-4999,Pvt Ltd,2,83,0.0
city_136,0.897,Male,1,none,Phd,STEM,>=10,50-99,Pvt Ltd,3,8,0.0
Other,0.895,Male,1,part-time,High School,STEM,>=10,50-99,Pvt Ltd,2,172,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,26,1.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,never,123,0.0
city_21,0.624,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,3,174,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,4,33,0.0
Other,0.802,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,130,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,78,1.0
city_71,0.884,Male,1,part-time,Graduate,STEM,>=10,>10000,Pvt Ltd,1,184,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,4,65,0.0
city_71,0.884,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,1,134,1.0
city_100,0.887,Male,1,none,High School,STEM,0-2,500-999,Pvt Ltd,4,45,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,500-999,Pvt Ltd,3,72,0.0
city_21,0.624,Male,1,full-time,Masters,STEM,5-9,100-500,Pvt Ltd,1,172,1.0
city_100,0.887,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,>4,112,0.0
Other,0.767,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,43,0.0
city_16,0.91,Male,0,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,278,0.0
Other,0.866,Male,0,full-time,High School,STEM,>=10,50-99,Pvt Ltd,never,130,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,112,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,66,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Public Sector,>4,94,0.0
Other,0.89,Male,0,part-time,Graduate,STEM,5-9,100-500,Funded Startup,2,108,0.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,214,1.0
Other,0.789,Male,1,full-time,Graduate,STEM,>=10,>10000,Pvt Ltd,1,130,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,>10000,Pvt Ltd,4,35,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,3,12,0.0
Other,0.6659999999999999,Male,1,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,2,116,0.0
Other,0.6890000000000001,Male,1,full-time,Masters,STEM,>=10,5000-9999,Pvt Ltd,1,9,0.0
Other,0.727,Male,1,part-time,Masters,STEM,5-9,100-500,Pvt Ltd,>4,11,0.0
city_21,0.624,Male,1,none,High School,STEM,3-4,10-49,Early Stage Startup,1,118,1.0
city_73,0.754,Male,0,none,High School,STEM,5-9,100-500,Public Sector,never,100,0.0
city_114,0.926,Male,0,none,Masters,STEM,>=10,>10000,Pvt Ltd,>4,5,0.0
Other,0.802,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,2,90,0.0
city_114,0.926,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,122,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,25,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Public Sector,>4,24,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,146,0.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,never,10,1.0
city_21,0.624,Male,1,none,Masters,STEM,>=10,5000-9999,NGO,4,80,1.0
Other,0.939,Male,0,part-time,Graduate,STEM,3-4,5000-9999,Pvt Ltd,2,72,0.0
Other,0.6659999999999999,Female,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,54,0.0
city_103,0.92,Female,1,none,Graduate,STEM,>=10,>10000,Pvt Ltd,>4,57,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,>=10,10-49,Funded Startup,1,75,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,16,1.0
city_21,0.624,Male,1,none,Graduate,No Major,5-9,10-49,Pvt Ltd,3,6,1.0
Other,0.89,Male,1,none,High School,STEM,>=10,50-99,Pvt Ltd,2,39,0.0
city_103,0.92,Male,0,none,Primary School,STEM,0-2,50-99,Pvt Ltd,never,29,1.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,48,1.0
Other,0.647,Male,1,none,Graduate,STEM,3-4,500-999,Pvt Ltd,1,18,0.0
Other,0.698,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,100,0.0
city_103,0.92,Male,1,none,Masters,STEM,3-4,500-999,Pvt Ltd,1,50,0.0
city_103,0.92,Male,1,part-time,Graduate,STEM,>=10,1000-4999,NGO,1,152,0.0
city_73,0.754,Male,1,part-time,High School,STEM,5-9,10-49,Funded Startup,2,57,0.0
city_21,0.624,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,111,0.0
city_103,0.92,Male,1,none,Graduate,STEM,5-9,>10000,Pvt Ltd,1,78,1.0
city_67,0.855,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,19,0.0
city_103,0.92,Male,1,none,Graduate,Arts,5-9,100-500,Pvt Ltd,2,75,0.0
city_103,0.92,Male,0,part-time,Graduate,STEM,0-2,50-99,Pvt Ltd,never,99,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,4,51,1.0
Other,0.939,Male,1,none,Phd,STEM,>=10,500-999,Pvt Ltd,>4,9,0.0
city_21,0.624,Female,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,1,100,1.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,56,1.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,25,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,86,0.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,100-500,Pvt Ltd,1,78,0.0
Other,0.847,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,>4,30,0.0
city_11,0.55,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,7,1.0
city_73,0.754,Male,0,none,Graduate,STEM,5-9,50-99,Pvt Ltd,3,69,1.0
Other,0.903,Male,0,full-time,High School,STEM,0-2,50-99,NGO,1,18,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,25,1.0
city_21,0.624,Male,0,full-time,Graduate,STEM,5-9,100-500,Pvt Ltd,2,192,1.0
city_21,0.624,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,24,1.0
city_103,0.92,Male,0,none,Graduate,STEM,3-4,50-99,Pvt Ltd,2,92,1.0
Other,0.899,Other,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,1,42,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,102,1.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,62,1.0
city_103,0.92,Female,1,none,Graduate,STEM,3-4,>10000,Pvt Ltd,1,25,0.0
Other,0.949,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,1,62,0.0
Other,0.84,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,41,1.0
city_103,0.92,Female,1,none,Graduate,Humanities,0-2,50-99,Pvt Ltd,1,42,1.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,1,72,1.0
city_103,0.92,Female,1,part-time,Graduate,STEM,>=10,>10000,Other,>4,65,1.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,4,320,0.0
Other,0.895,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,22,0.0
Other,0.6659999999999999,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,38,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,7,1.0
city_103,0.92,Male,0,full-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,70,1.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,1000-4999,Other,>4,28,0.0
city_103,0.92,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,25,0.0
city_103,0.92,Male,1,none,Graduate,STEM,3-4,100-500,Pvt Ltd,1,60,0.0
Other,0.4479999999999999,Male,0,none,High School,STEM,5-9,50-99,Pvt Ltd,never,86,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Public Sector,3,66,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,2,27,0.0
Other,0.698,Male,0,full-time,Graduate,STEM,0-2,50-99,Pvt Ltd,1,22,1.0
city_16,0.91,Male,1,none,Graduate,STEM,5-9,5000-9999,Public Sector,4,214,0.0
city_67,0.855,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,4,109,1.0
city_21,0.624,Male,1,none,Masters,STEM,3-4,>10000,Pvt Ltd,1,94,1.0
city_21,0.624,Female,1,none,Masters,STEM,5-9,5000-9999,Pvt Ltd,>4,36,1.0
city_160,0.92,Male,1,none,Graduate,STEM,3-4,50-99,Pvt Ltd,1,204,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,2,15,0.0
city_103,0.92,Male,0,none,Phd,STEM,>=10,50-99,Pvt Ltd,>4,210,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,3,21,0.0
city_73,0.754,Female,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,1,222,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,16,0.0
Other,0.698,Female,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,48,0.0
city_11,0.55,Male,0,part-time,Graduate,STEM,3-4,50-99,Pvt Ltd,1,4,0.0
city_114,0.926,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,61,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,3,113,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,31,0.0
city_75,0.939,Male,1,none,Graduate,STEM,>=10,50-99,Early Stage Startup,2,148,0.0
Other,0.895,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,1,111,0.0
Other,0.915,Male,1,none,Graduate,STEM,5-9,100-500,Pvt Ltd,>4,112,0.0
city_160,0.92,Male,1,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,3,55,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,Other,1,172,0.0
city_21,0.624,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,32,0.0
city_16,0.91,Male,0,none,High School,STEM,0-2,>10000,Pvt Ltd,3,39,0.0
Other,0.925,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,34,0.0
Other,0.915,Male,1,full-time,High School,STEM,>=10,>10000,Pvt Ltd,1,89,0.0
Other,0.698,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,4,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,>4,20,0.0
city_103,0.92,Male,0,none,High School,STEM,3-4,50-99,Pvt Ltd,never,2,0.0
Other,0.923,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,326,0.0
Other,0.925,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,>4,161,0.0
Other,0.775,Male,0,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,46,1.0
Other,0.8959999999999999,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,2,168,0.0
city_16,0.91,Male,0,none,Graduate,Humanities,0-2,50-99,Pvt Ltd,2,266,0.0
city_136,0.897,Male,1,none,Masters,No Major,5-9,1000-4999,Pvt Ltd,never,19,0.0
city_114,0.926,Male,0,none,Graduate,STEM,>=10,10-49,Pvt Ltd,1,18,0.0
city_71,0.884,Other,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,30,0.0
Other,0.698,Male,0,none,Graduate,STEM,>=10,500-999,Pvt Ltd,>4,69,0.0
city_103,0.92,Male,0,none,Masters,STEM,>=10,100-500,Pvt Ltd,>4,70,0.0
city_75,0.939,Male,1,none,Graduate,STEM,5-9,<10,Pvt Ltd,1,8,0.0
city_71,0.884,Male,1,none,Masters,STEM,5-9,100-500,Pvt Ltd,1,47,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,10-49,Funded Startup,1,26,0.0
city_16,0.91,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,>4,102,0.0
city_21,0.624,Male,0,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,48,0.0
city_114,0.926,Male,0,full-time,Graduate,STEM,3-4,50-99,Funded Startup,1,23,0.0
city_67,0.855,Male,1,none,Masters,STEM,>=10,100-500,Pvt Ltd,1,56,0.0
city_21,0.624,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,3,1.0
Other,0.89,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,106,1.0
Other,0.903,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,2,36,0.0
city_21,0.624,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,>4,38,0.0
city_103,0.92,Male,0,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,105,0.0
city_160,0.92,Female,1,none,Graduate,Humanities,3-4,50-99,Public Sector,2,46,0.0
Other,0.893,Male,1,none,Masters,STEM,>=10,5000-9999,Public Sector,2,15,0.0
city_160,0.92,Male,1,none,Graduate,STEM,5-9,100-500,Funded Startup,2,11,0.0
city_136,0.897,Male,1,none,Masters,STEM,>=10,10-49,Funded Startup,3,12,0.0
city_16,0.91,Male,1,none,High School,STEM,3-4,50-99,Pvt Ltd,never,56,0.0
city_103,0.92,Male,1,none,Graduate,Humanities,5-9,>10000,Pvt Ltd,1,9,0.0
Other,0.949,Female,1,full-time,Graduate,STEM,>=10,<10,Early Stage Startup,3,152,0.0
city_21,0.624,Female,1,none,Masters,STEM,3-4,50-99,Early Stage Startup,1,22,1.0
Other,0.698,Male,0,none,Graduate,STEM,5-9,100-500,Pvt Ltd,>4,8,0.0
city_103,0.92,Male,1,none,Masters,Humanities,5-9,>10000,Pvt Ltd,1,20,0.0
city_21,0.624,Male,1,none,Masters,STEM,>=10,10-49,Pvt Ltd,1,48,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,10-49,Pvt Ltd,2,43,0.0
city_103,0.92,Male,1,none,Masters,STEM,>=10,1000-4999,Pvt Ltd,>4,37,0.0
city_21,0.624,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,>4,22,1.0
city_16,0.91,Male,1,none,Phd,STEM,>=10,<10,Early Stage Startup,2,26,0.0
city_21,0.624,Male,1,none,Graduate,STEM,0-2,50-99,Pvt Ltd,1,6,1.0
city_136,0.897,Female,1,none,Masters,STEM,0-2,1000-4999,Pvt Ltd,1,56,0.0
Other,0.925,Male,1,full-time,Graduate,STEM,3-4,100-500,Pvt Ltd,2,228,0.0
Other,0.516,Male,0,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,20,0.0
city_114,0.926,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,8,0.0
Other,0.939,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,182,0.0
Other,0.764,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,1,102,0.0
Other,0.893,Male,1,none,Masters,Business Degree,>=10,1000-4999,Pvt Ltd,never,133,0.0
city_103,0.92,Female,0,none,Masters,Humanities,>=10,50-99,Pvt Ltd,1,47,0.0
city_104,0.924,Male,1,none,High School,STEM,5-9,50-99,Pvt Ltd,never,246,0.0
Other,0.866,Female,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,40,1.0
city_114,0.926,Male,1,none,Graduate,STEM,>=10,<10,Pvt Ltd,>4,30,0.0
Other,0.698,Male,0,full-time,Masters,STEM,3-4,50-99,Pvt Ltd,never,108,1.0
city_21,0.624,Male,1,none,Graduate,STEM,3-4,<10,Pvt Ltd,1,166,0.0
Other,0.745,Other,1,none,Phd,STEM,>=10,50-99,Pvt Ltd,never,256,0.0
city_114,0.926,Male,1,none,Phd,STEM,>=10,100-500,Pvt Ltd,4,30,0.0
city_114,0.926,Male,1,none,Graduate,STEM,5-9,500-999,Pvt Ltd,4,54,0.0
city_67,0.855,Male,0,full-time,High School,STEM,3-4,1000-4999,Pvt Ltd,1,52,0.0
city_75,0.939,Male,1,none,Graduate,STEM,5-9,50-99,Pvt Ltd,never,80,0.0
city_73,0.754,Male,0,none,High School,STEM,3-4,<10,Early Stage Startup,4,94,1.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,5000-9999,NGO,4,36,0.0
city_103,0.92,Male,0,none,Phd,STEM,>=10,1000-4999,Pvt Ltd,1,15,0.0
Other,0.698,Male,1,none,Masters,STEM,>=10,50-99,Pvt Ltd,2,96,1.0
city_160,0.92,Male,1,full-time,Graduate,STEM,5-9,100-500,Pvt Ltd,1,8,0.0
city_103,0.92,Male,1,none,Graduate,STEM,>=10,500-999,Pvt Ltd,>4,152,0.0
Other,0.512,Male,1,none,Masters,STEM,5-9,50-99,Pvt Ltd,1,68,0.0
Other,0.847,Male,1,full-time,Masters,STEM,>=10,50-99,Pvt Ltd,>4,13,0.0
city_160,0.92,Male,1,none,Graduate,STEM,>=10,50-99,Pvt Ltd,1,50,1.0
Other,0.895,Male,1,part-time,Graduate,STEM,>=10,<10,Pvt Ltd,1,72,0.0
city_160,0.92,Male,0,part-time,Graduate,STEM,5-9,50-99,Pvt Ltd,never,13,0.0
Other,0.795,Male,1,none,Graduate,STEM,>=10,100-500,Pvt Ltd,2,21,0.0
Other,0.743,Male,1,full-time,Graduate,STEM,5-9,50-99,Pvt Ltd,1,145,0.0
Other,0.698,Male,1,none,Graduate,STEM,>=10,1000-4999,Pvt Ltd,4,66,0.0
city_103,0.92,Male,0,full-time,High School,STEM,5-9,50-99,Pvt Ltd,1,79,0.0
city_73,0.754,Male,0,full-time,High School,STEM,>=10,50-99,Public Sector,>4,40,0.0
Other,0.698,Male,0,part-time,Graduate,STEM,3-4,1000-4999,Pvt Ltd,2,136,0.0
city_136,0.897,Male,1,part-time,Graduate,STEM,5-9,>10000,Public Sector,4,25,0.0
city_21,0.624,Male,0,full-time,High School,STEM,0-2,50-99,Pvt Ltd,never,50,1.0
Other,0.527,Male,1,full-time,High School,STEM,5-9,50-99,Pvt Ltd,never,3,0.0
